_id,address,dir,end_date,flash_speed,geometry,min_speed,schedule,sign_id,sign_name,speed_limit,start_date,strobe_speed,ward_no
10997,23 Lee Avenue,EB,2021-02-01T00:00:00,41,"{'type': 'Point', 'coordinates': (-79.564226, 43.691623)}",5,Weekdays from 7 AM - 9 PM,2600,Ludstone Dr EB c-,40,2021-01-28T10:00:00,46,2.0
10998,27 Underhill Drive,SB,,41,"{'type': 'Point', 'coordinates': (-79.32583, 43.743273)}",30,Weekdays from 7 AM - 9 PM,183,Underhill Dr SB ,40,2019-04-15T12:00:00,46,16.0
10999,27 Roanoke Road,EB,,51,"{'type': 'Point', 'coordinates': (-79.32569, 43.741762)}",30,Weekdays from 7 AM - 9 PM,522,Roanoke Rd EB ,50,2018-10-18T14:00:00,56,16.0
11000,169 Grenoble Drive,WB,,41,"{'type': 'Point', 'coordinates': (-79.328337, 43.712468)}",5,Weekdays from 7 AM - 9 PM,567,Grenoble Dr WB ,40,2017-05-26T12:00:00,46,16.0
11001,737 Kingston Road,EB,2020-02-27T05:00:00,41,"{'type': 'Point', 'coordinates': (-79.2946226999998, 43.6795402000001)}",30,Weekdays from 7 AM - 9 PM,79,Kingston Rd EB ,40,2019-06-19T13:00:00,46,19.0
11002,561 Coxwell Avenue,NB,2020-01-07T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.3216378411821, 43.6787024675337)}",30,Weekdays from 7 AM - 9 PM,107,Coxwell Ave NB ,40,2019-08-01T00:00:00,46,19.0
11003,OPP 111 BROADLANDS BLVD,WB,,41,"{'type': 'Point', 'coordinates': (-79.315683147414, 43.745514363468)}",5,Weekdays from 7 AM - 9 PM,43726,BROADLANDS BLVD WB ,40,2022-12-05T10:00:00,46,16.0
11004,49 Ranchdale Crescent,NB,,41,"{'type': 'Point', 'coordinates': (-79.322201, 43.751879)}",5,Weekdays from 7 AM - 9 PM,1983,Ranchdale Cres NB ,40,2020-02-24T12:00:00,46,16.0
11005,30 Roywood Drive,SB,,51,"{'type': 'Point', 'coordinates': (-79.323752, 43.764561)}",30,Weekdays from 7 AM - 9 PM,2009,Roywood Dr SB ,50,2020-02-25T12:00:00,56,16.0
11006,118 Fenside Drive,NB,,41,"{'type': 'Point', 'coordinates': (-79.329109, 43.763561)}",5,Weekdays from 7 AM - 9 PM,2374,Fenside Dr NB - C,40,2020-09-22T11:00:00,46,16.0
11007,140 Fenside Drive,SB,,41,"{'type': 'Point', 'coordinates': (-79.329686, 43.764459)}",5,Weekdays from 7 AM - 9 PM,2375,Fenside Dr SB - C,40,2020-09-22T11:00:00,46,16.0
11008,140 Fenside Drive,SB,,41,"{'type': 'Point', 'coordinates': (-79.329686, 43.764459)}",5,Weekdays from 7 AM - 9 PM,2382,Fenside Dr SB ,40,2020-09-24T00:00:00,46,16.0
11009,804 Kingston Road,WB,2020-03-29T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.293041, 43.680152)}",30,Weekdays from 7 AM - 9 PM,602,Kingston Rd WB ,40,2019-03-11T07:00:00,46,19.0
11010,118 Fenside Drive,NB,,41,"{'type': 'Point', 'coordinates': (-79.329109, 43.763561)}",5,Weekdays from 7 AM - 9 PM,2383,Fenside Dr NB ,40,2020-09-24T00:00:00,46,16.0
11011,390 Kingston Road,WB,2021-02-20T11:00:00,31,"{'type': 'Point', 'coordinates': (-79.305682, 43.676037)}",20,Weekdays from 7 AM - 9 PM,678,Kingston Rd WB ,30,2019-04-03T09:00:00,36,19.0
11012,39 Lyall Avenue,WB,2019-05-14T09:00:00,31,"{'type': 'Point', 'coordinates': (-79.295539, 43.681014)}",20,Weekdays from 7 AM - 9 PM,683,Lyall Ave WB ,30,2019-04-11T09:00:00,36,19.0
11013,347 Kingston Road,EB,2020-05-11T14:00:00,41,"{'type': 'Point', 'coordinates': (-79.306375, 43.675173)}",30,Weekdays from 7 AM - 9 PM,720,Kingston Rd EB  ,40,2019-04-03T08:00:00,46,19.0
11014,1782 Gerrard Street East,WB,2021-04-19T10:00:00,41,"{'type': 'Point', 'coordinates': (-79.31559000000001, 43.677527)}",5,Weekdays from 7 AM - 9 PM,859,Gerrard St E WB ,40,2019-11-28T14:00:00,46,19.0
11015,Express Toll Route,WB,,41,"{'type': 'Point', 'coordinates': (-79.348364, 43.740433)}",5,Weekdays from 7 AM - 9 PM,2621,Duncairn Ave WB ,40,2021-02-08T11:00:00,46,16.0
11016,14 THE DONWAY E,SB,,41,"{'type': 'Point', 'coordinates': (-79.340658461552, 43.735939316673)}",5,Weekdays from 7 AM - 9 PM,2845,THE DONWAY E SB ,40,2022-02-28T14:00:00,46,16.0
11017,GREENLAND RD 87M E/OF THE DONWAY E,EB,,41,"{'type': 'Point', 'coordinates': (-79.338825601515, 43.734022225833)}",5,Weekdays from 7 AM - 9 PM,2847,GREENLAND RD EB ,40,2022-02-28T13:00:00,46,16.0
11018,880 Victoria Park Avenue,SB,2021-07-27T01:00:00,51,"{'type': 'Point', 'coordinates': (-79.291177, 43.697749)}",30,Weekdays from 7 AM - 9 PM,872,Victoria Park Ave SB ,50,2019-12-09T09:00:00,56,19.0
11019,BETWEEN 8/10 GREENLAND RD,WB,,41,"{'type': 'Point', 'coordinates': (-79.338844477847, 43.734111049255)}",5,Weekdays from 7 AM - 9 PM,2849,GREENLAND RD WB ,40,2022-02-28T13:00:00,46,16.0
11020,THREE VALLEYS DR OPP GROVELAND CRES,SB,,41,"{'type': 'Point', 'coordinates': (-79.337216097793, 43.75063521574)}",5,Weekdays from 7 AM - 9 PM,2853,THREE VALLEYS DR SB ,40,2022-02-28T10:00:00,46,16.0
11021,729 Kingston Road,EB,2020-06-29T15:00:00,41,"{'type': 'Point', 'coordinates': (-79.294998, 43.679548)}",5,Weekdays from 7 AM - 9 PM,1931,Kingston Rd EB ,40,2020-03-02T11:00:00,46,19.0
11022,THE DONWAY E 68M N/OF GREENLAND RD,NB,,41,"{'type': 'Point', 'coordinates': (-79.339946104844, 43.734566579175)}",5,Weekdays from 7 AM - 9 PM,2854,THE DONWAY E NB ,40,2022-02-28T13:00:00,46,16.0
11023,108/110 Van Horne Avenue,WB,,41,"{'type': 'Point', 'coordinates': (-79.358544, 43.785459)}",5,Weekdays from 7 AM - 9 PM,68,Van Horne Ave WB ,40,2019-07-24T07:00:00,46,17.0
11024,172 Old Sheppard Avenue,EB,,31,"{'type': 'Point', 'coordinates': (-79.327683, 43.779968)}",20,Weekdays from 7 AM - 9 PM,114,Old Sheppard Ave EB ,30,2018-11-21T15:00:00,36,17.0
11025,604 Van Horne Avenue,WB,,41,"{'type': 'Point', 'coordinates': (-79.332991, 43.788514)}",5,Weekdays from 7 AM - 9 PM,180,Van Horne Ave WB ,40,2019-07-24T10:00:00,46,17.0
11026,172 Brian Drive,SB,,41,"{'type': 'Point', 'coordinates': (-79.334746, 43.787179)}",5,Weekdays from 7 AM - 9 PM,213,Brian Dr SB ,40,2019-07-24T12:00:00,46,17.0
11027,7 Bunty Lane,NB,,31,"{'type': 'Point', 'coordinates': (-79.385468, 43.77458)}",20,Weekdays from 7 AM - 9 PM,290,Bunty Ln NB ,30,2018-10-18T08:00:00,36,17.0
11028,561 Van Horne Avenue,EB,,41,"{'type': 'Point', 'coordinates': (-79.336405, 43.787672)}",5,Weekdays from 7 AM - 9 PM,299,Van Horne Ave EB ,40,2019-07-24T11:00:00,46,17.0
11029,312 Seneca Hill Drive,EB,,31,"{'type': 'Point', 'coordinates': (-79.356609, 43.790593)}",20,Weekdays from 7 AM - 9 PM,301,Seneca Hill Dr EB ,30,2019-03-11T08:00:00,36,17.0
11030,110 Pineway Boulevard,SB,,31,"{'type': 'Point', 'coordinates': (-79.373896, 43.796968)}",20,Weekdays from 7 AM - 9 PM,337,Pineway Blvd SB ,30,2019-03-11T08:00:00,36,17.0
11031,615 Seneca Hill Drive,SB,,31,"{'type': 'Point', 'coordinates': (-79.3523, 43.790707)}",20,Weekdays from 7 AM - 9 PM,364,Don Mills Rd SB ,30,2019-03-11T08:00:00,36,17.0
11032,23 Lee Avenue,EB,2022-07-08T05:00:00,41,"{'type': 'Point', 'coordinates': (-79.564226, 43.691623)}",5,Weekdays from 7 AM - 9 PM,2606,Ludstone Dr EB ,40,2021-02-01T00:00:00,46,2.0
11033,45 Palomino Crescent,SB,,31,"{'type': 'Point', 'coordinates': (-79.385869, 43.77722)}",20,Weekdays from 7 AM - 9 PM,490,Bunty Ln SB ,30,2018-10-16T14:00:00,36,17.0
11034,94 Denton Avenue,WB,2020-09-22T12:00:00,31,"{'type': 'Point', 'coordinates': (-79.280143, 43.694897)}",20,Weekdays from 7 AM - 9 PM,18,Denton Ave WB ,30,2018-01-12T11:00:00,36,20.0
11035,93 Pineway Boulevard,NB,,31,"{'type': 'Point', 'coordinates': (-79.37437300000002, 43.795309)}",20,Weekdays from 7 AM - 9 PM,492,Pineway Blvd NB ,30,2019-03-11T08:00:00,36,17.0
11036,39 Cresthaven Drive,WB,,31,"{'type': 'Point', 'coordinates': (-79.363313, 43.798055)}",20,Weekdays from 7 AM - 9 PM,494,Cresthaven Dr WB ,30,2019-05-24T10:00:00,36,17.0
11037,92 Freshmeadow Drive,WB,,31,"{'type': 'Point', 'coordinates': (-79.35462500000001, 43.810455)}",20,Weekdays from 7 AM - 9 PM,530,Freshmeadow Dr WB ,30,2019-04-24T09:00:00,36,17.0
11038,2789 Victoria Park Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.32626, 43.781952)}",20,Weekdays from 7 AM - 9 PM,557,Victorial Park Ave SB ,30,2018-10-26T08:00:00,36,17.0
11039,41 Cresthaven Drive,EB,,31,"{'type': 'Point', 'coordinates': (-79.363616, 43.797847)}",20,Weekdays from 7 AM - 9 PM,575,Cresthaven Dr EB ,30,2019-05-20T21:00:00,36,17.0
11040,669 Seneca Hill Drive ,SB,,31,"{'type': 'Point', 'coordinates': (-79.3506784887894, 43.7924962977547)}",20,Weekdays from 7 AM - 9 PM,649,Seneca Hill Dr SB ,30,2016-11-10T13:00:00,36,17.0
11041,4 Snowcrest Avenue,SB,,41,"{'type': 'Point', 'coordinates': (-79.38741400000002, 43.793015)}",5,Weekdays from 7 AM - 9 PM,1946,Snowcrest Ave SB ,40,2020-02-25T14:00:00,46,17.0
11042,290 McNicoll Avenue,WB,,41,"{'type': 'Point', 'coordinates': (-79.349193, 43.800852)}",5,Weekdays from 7 AM - 9 PM,2147,McNicoll Ave WB ,40,2020-04-07T10:00:00,46,17.0
11043,216 McNicoll Avenue,EB,,41,"{'type': 'Point', 'coordinates': (-79.353037, 43.799593)}",5,Weekdays from 7 AM - 9 PM,2148,McNicoll Ave EB ,40,2020-04-07T09:00:00,46,17.0
11044,615 Seneca Hill Drive,WB,,31,"{'type': 'Point', 'coordinates': (-79.3523, 43.790707)}",20,Weekdays from 7 AM - 9 PM,2155,Seneca Hill Dr WB ,30,2020-04-16T00:00:00,36,17.0
11045,136 Byng Avenue,SB,2020-04-01T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.281633, 43.696487)}",30,Weekdays from 7 AM - 9 PM,450,Byng Ave SB ,40,2018-01-12T12:00:00,46,20.0
11046,312 Seneca Hill Drive,WB,,31,"{'type': 'Point', 'coordinates': (-79.355939, 43.790015)}",20,Weekdays from 7 AM - 9 PM,2157,Seneca Hill Dr WB ,30,2020-04-16T00:00:00,36,17.0
11047,67 Denton Avenue,EB,2020-03-15T22:00:00,41,"{'type': 'Point', 'coordinates': (-79.28261900000001, 43.694233)}",30,Weekdays from 7 AM - 9 PM,512,Denton Ave EB ,40,2018-01-12T11:00:00,46,20.0
11048,24 Newport Avenue,EB,2021-04-01T15:00:00,31,"{'type': 'Point', 'coordinates': (-79.283283, 43.695482000000005)}",20,Weekdays from 7 AM - 9 PM,574,Newport Ave EB ,30,2018-01-12T10:00:00,36,20.0
11049,102 Brian Drive,SB,,41,"{'type': 'Point', 'coordinates': (-79.332754, 43.782974)}",5,Weekdays from 7 AM - 9 PM,2460,Brian Dr SB ,40,2020-10-28T12:00:00,46,17.0
11050,74 Chine Drive ,,2017-03-01T12:00:00,41,"{'type': 'Point', 'coordinates': (-79.2434437723728, 43.7101705166788)}",30,Weekdays from 7 AM - 9 PM,698,Chine ,40,2016-01-01T11:00:00,46,20.0
11051,30 East Haven Drive,NB,2021-04-19T09:00:00,41,"{'type': 'Point', 'coordinates': (-79.251184, 43.704853)}",5,Weekdays from 7 AM - 9 PM,2079,East Haven Dr NB ,40,2020-03-16T12:00:00,46,20.0
11052,OPP 82 VAN HORNE,EB,,41,"{'type': 'Point', 'coordinates': (-79.360214970606, 43.784982283761)}",5,Weekdays from 7 AM - 9 PM,10918,VAN HORNE AVE EB ,40,2022-07-18T13:00:00,46,17.0
11053,69 Denton Avenue,EB,2021-01-25T08:00:00,41,"{'type': 'Point', 'coordinates': (-79.282583, 43.694231)}",30,Weekdays from 7 AM - 9 PM,2081,Denton Ave EB ,40,2020-03-16T12:00:00,46,20.0
11054,257 Finch Avenue East,EB,,31,"{'type': 'Point', 'coordinates': (-79.397247, 43.783736)}",20,Weekdays from 7 AM - 9 PM,570,Finch Ave E EB ,30,2019-04-03T09:00:00,36,18.0
11055,206 Doris Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.410598, 43.768863)}",20,Weekdays from 7 AM - 9 PM,13,Princess Ave NB ,30,2019-03-07T10:00:00,36,18.0
11056,15 Underhill Drive,NB,2022-10-10T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.325313, 43.742408)}",30,Weekdays from 7 AM - 9 PM,123,Underhill Dr NB ,40,2018-10-25T10:00:00,46,16.0
11057,76 Maxome Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.40102000000002, 43.789072)}",20,Weekdays from 7 AM - 9 PM,34,Maxome Ave SB ,30,2019-03-07T08:00:00,36,18.0
11058,74 Chine Drive ,SB,2017-03-01T12:00:00,41,"{'type': 'Point', 'coordinates': (-79.2434437723728, 43.7101705166788)}",30,Weekdays from 7 AM - 9 PM,2161,Chine Dr SB ,40,2020-04-16T00:00:00,46,20.0
11059,120 Cactus Avenue,SB,2023-01-19T11:00:00,41,"{'type': 'Point', 'coordinates': (-79.433899, 43.791535)}",5,Weekdays from 7 AM - 9 PM,2207,Cactus Ave SB ,40,2020-05-21T08:00:00,46,18.0
11060,4 Rustywood Drive,NB,,41,"{'type': 'Point', 'coordinates': (-79.320933, 43.751851)}",5,Weekdays from 7 AM - 9 PM,212,Avonwick Gt NB ,40,2018-01-26T12:00:00,46,16.0
11061,213 Churchill Avenue,EB,,51,"{'type': 'Point', 'coordinates': (-79.42895, 43.769973)}",30,Weekdays from 7 AM - 9 PM,62,Churchill Ave EB ,50,2019-03-07T10:00:00,56,18.0
11062,281 The East Mall,NB,2022-07-08T05:00:00,31,"{'type': 'Point', 'coordinates': (-79.556771, 43.634644)}",20,Weekdays from 7 AM - 9 PM,469,The East Mall NB ,30,2018-11-02T12:00:00,36,3.0
11063,425 Patricia Avenue,EB,,31,"{'type': 'Point', 'coordinates': (-79.442309, 43.784827)}",20,Weekdays from 7 AM - 9 PM,120,Patricia Ave EB ,30,2019-04-03T09:00:00,36,18.0
11064,288 Pleasant Avenue,WB,,41,"{'type': 'Point', 'coordinates': (-79.434271, 43.789577)}",5,Weekdays from 7 AM - 9 PM,140,Pleasant Ave WB ,40,2019-08-08T09:00:00,46,18.0
11065,360 Hollywood Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.39153, 43.771365)}",20,Weekdays from 7 AM - 9 PM,149,Estelle Ave NB ,30,2019-04-12T06:00:00,36,18.0
11066,105 McKee Avenue,WB,,31,"{'type': 'Point', 'coordinates': (-79.408447, 43.774175)}",20,Weekdays from 7 AM - 9 PM,223,McKee Ave WB ,30,2018-10-18T14:00:00,36,18.0
11067,171 Town Centre Boulevard,WB,2022-07-08T06:00:00,41,"{'type': 'Point', 'coordinates': (-79.488583, 43.634715)}",5,Weekdays from 7 AM - 9 PM,2644,CLOVERHILL RD WB ,40,2021-03-09T10:00:00,46,3.0
11068,65 McKee Avenue,EB,,31,"{'type': 'Point', 'coordinates': (-79.410792, 43.773567)}",20,Weekdays from 7 AM - 9 PM,270,McKee Ave EB ,30,2018-10-18T14:00:00,36,18.0
11069,703 Don Mills Road,NB,,51,"{'type': 'Point', 'coordinates': (-79.333634, 43.70804400000001)}",30,Weekdays from 7 AM - 9 PM,876,Don Mills Rd NB ,50,2019-12-10T15:00:00,56,16.0
11070,354 Hollywood Avenue,WB,,31,"{'type': 'Point', 'coordinates': (-79.391744, 43.770213)}",20,Weekdays from 7 AM - 9 PM,281,Hollywood Ave WB ,30,2019-04-12T05:00:00,36,18.0
11071,246 Drewry Avenue,EB,,31,"{'type': 'Point', 'coordinates': (-79.428871, 43.784541)}",20,Weekdays from 7 AM - 9 PM,306,Drewry Ave EB ,30,2018-02-05T14:00:00,36,18.0
11072,111 Yorkview Drive,WB,,41,"{'type': 'Point', 'coordinates': (-79.434526, 43.77220700000001)}",30,Weekdays from 7 AM - 9 PM,321,Yorkview DR WB ,40,2019-03-07T10:00:00,46,18.0
11073,179 Wolverleigh Boulevard,EB,,31,"{'type': 'Point', 'coordinates': (-79.323058, 43.685153)}",20,Weekdays from 7 AM - 9 PM,194,Wolverleigh Blvd EB ,30,2019-04-10T10:00:00,36,19.0
11074,14 Gateway Boulevard,WB,,41,"{'type': 'Point', 'coordinates': (-79.332874, 43.710487)}",5,Weekdays from 7 AM - 9 PM,879,Gateway Blvd WB ,40,2019-12-11T13:00:00,46,16.0
11075,149 Yorkview Drive,EB,,41,"{'type': 'Point', 'coordinates': (-79.437562, 43.77159)}",30,Weekdays from 7 AM - 9 PM,328,Yorkview Dr EB ,40,2019-04-24T10:00:00,46,18.0
11076,14th Avenue,NB,2021-04-19T09:00:00,51,"{'type': 'Point', 'coordinates': (-79.308828, 43.754088)}",30,Weekdays from 7 AM - 9 PM,2615,Pharmacy Ave NB ,50,2021-02-02T13:00:00,56,21.0
11077,351 Glebeholme Boulevard,EB,,31,"{'type': 'Point', 'coordinates': (-79.323251, 43.686059)}",20,Weekdays from 7 AM - 9 PM,230,Glebeholme Blvd EB ,30,2019-04-03T09:00:00,36,19.0
11078,212 Drewry Avenue,WB,,31,"{'type': 'Point', 'coordinates': (-79.427162, 43.785065)}",20,Weekdays from 7 AM - 9 PM,331,Drewry Ave WB ,30,2018-02-06T09:00:00,36,18.0
11079,304 Finch Avenue East,WB,,31,"{'type': 'Point', 'coordinates': (-79.393511, 43.784719)}",20,Weekdays from 7 AM - 9 PM,358,Finch Ave E WB ,30,2019-04-03T09:00:00,36,18.0
11080,1342 York Mills Road,WB,,41,"{'type': 'Point', 'coordinates': (-79.320123, 43.762508)}",5,Weekdays from 7 AM - 9 PM,2357,York Milld Rd WB - C,40,2020-09-22T14:00:00,46,16.0
11081,400 Patricia Avenue,WB,,31,"{'type': 'Point', 'coordinates': (-79.439034, 43.785664)}",20,Weekdays from 7 AM - 9 PM,389,Patricia Ave WB ,30,2019-04-03T09:00:00,36,18.0
11082,40 Maxome Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.40032800000002, 43.786434)}",20,Weekdays from 7 AM - 9 PM,513,Maxome Ave NB ,30,2019-03-07T08:00:00,36,18.0
11083,299 Pleasant Avenue,EB,,31,"{'type': 'Point', 'coordinates': (-79.434438, 43.78947)}",20,Weekdays from 7 AM - 9 PM,529,Pleasant Ave EB ,30,2019-04-11T08:00:00,36,18.0
11084,OPP 34 FALMOUTH AVE,NB,,41,"{'type': 'Point', 'coordinates': (-79.251755946638, 43.732458019296004)}",5,Weekdays from 7 AM - 9 PM,52874,FALMOUTH AVE NB ,40,2022-12-16T13:00:00,46,20.0
11085,102 Peckham Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.437267, 43.791944)}",20,Weekdays from 7 AM - 9 PM,680,Peckham Ave SB ,30,2019-04-12T05:00:00,36,18.0
11086,226 Cameron Avenue,WB,,31,"{'type': 'Point', 'coordinates': (-79.422069, 43.754731)}",20,Weekdays from 7 AM - 9 PM,771,Cameron Ave WB ,30,2019-04-11T06:00:00,36,18.0
11087,211 Cameron Avenue,EB,,31,"{'type': 'Point', 'coordinates': (-79.42277800000001, 43.754408)}",20,Weekdays from 7 AM - 9 PM,794,Cameron Ave EB ,30,2019-04-11T06:00:00,36,18.0
11088,225 Senlac Road,NB,,31,"{'type': 'Point', 'coordinates': (-79.426947, 43.769392)}",20,Weekdays from 7 AM - 9 PM,815,Senlac Rd NB ,30,2019-04-12T06:00:00,36,18.0
11089,156 Finch Avenue West,EB,,51,"{'type': 'Point', 'coordinates': (-79.429334, 43.776825)}",30,Weekdays from 7 AM - 9 PM,846,Finch Ave W EB ,50,2019-11-15T10:00:00,56,18.0
11090,1342 York Mills Road,WB,,41,"{'type': 'Point', 'coordinates': (-79.320123, 43.762508)}",5,Weekdays from 7 AM - 9 PM,2379,York Milld Rd WB ,40,2020-09-24T00:00:00,46,16.0
11091,BETWEEN 85/87 THREE VALLEYS DR,NB,,41,"{'type': 'Point', 'coordinates': (-79.337473951419, 43.750083005316)}",5,Weekdays from 7 AM - 9 PM,2851,THREE VALLEYS DR NB ,40,2022-02-28T11:00:00,46,16.0
11092,2 Rosscowan Gate,NB,,51,"{'type': 'Point', 'coordinates': (-79.321771, 43.785658)}",30,Weekdays from 7 AM - 9 PM,314,Corinthian Blvd NB ,50,2019-03-07T08:00:00,56,22.0
11093,95 Brian Drive,NB,,41,"{'type': 'Point', 'coordinates': (-79.332273, 43.782331)}",5,Weekdays from 7 AM - 9 PM,2461,Brian Dr NB ,40,2020-10-28T12:00:00,46,17.0
11094,CLIFFWOOD RD 158M W/OF CHERRYSTONE DR,WB,,41,"{'type': 'Point', 'coordinates': (-79.359199, 43.805944)}",5,Weekdays from 7 AM - 9 PM,2861,CLIFFWOOD RD WB ,40,2021-11-25T12:00:00,46,17.0
11095,208 Doris Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.410669, 43.769058)}",20,Weekdays from 7 AM - 9 PM,2061,Doris Ave NB ,30,2020-03-10T00:00:00,36,18.0
11096,156 Finch Avenue West,WB,,51,"{'type': 'Point', 'coordinates': (-79.429334, 43.776825)}",30,Weekdays from 7 AM - 9 PM,2097,Finch Ave W WB ,50,2020-03-19T00:00:00,56,18.0
11097,334 Hollywood Avenue,EB,2022-09-15T16:00:00,41,"{'type': 'Point', 'coordinates': (-79.393906, 43.769663)}",5,Weekdays from 7 AM - 9 PM,2131,Hollywood Ave EB ,40,2020-03-31T09:00:00,46,18.0
11098,84 Norton Avenue,NB,,41,"{'type': 'Point', 'coordinates': (-79.409252, 43.77333200000001)}",5,Weekdays from 7 AM - 9 PM,2151,Kenneth Ave NB ,40,2020-04-09T09:00:00,46,18.0
11099,144 Byng Avenue,WB,,41,"{'type': 'Point', 'coordinates': (-79.407208, 43.778394)}",5,Weekdays from 7 AM - 9 PM,2543,Byng Ave WB C - ,40,2020-12-07T16:00:00,46,18.0
11100,393 Spring Garden Avenue,EB,,41,"{'type': 'Point', 'coordinates': (-79.390482, 43.768628)}",5,Weekdays from 7 AM - 9 PM,2596,Spring Garden Ave EB ,40,2021-01-20T09:00:00,46,18.0
11101,142 Churchill Ave,WB,,41,"{'type': 'Point', 'coordinates': (-79.424108, 43.77116)}",5,Weekdays from 7 AM - 9 PM,2665,CHURCHILL AVE WB ,40,2021-04-08T09:00:00,46,18.0
11102,STEELES AVE E 210M W/OF CONACHER DR,EB,,51,"{'type': 'Point', 'coordinates': (-79.403468, 43.801606)}",30,Weekdays from 7 AM - 9 PM,2793,STEELES AVE E EB ,50,2022-01-10T00:00:00,56,18.0
11103,35M N/OF GOULDING AVE,NB,,41,"{'type': 'Point', 'coordinates': (-79.43312900000001, 43.789212)}",5,Weekdays from 7 AM - 9 PM,2810,CACTUS AVE NB ,40,2021-08-26T09:00:00,46,18.0
11104,MAXOME AVE 12M S/OF GUSTAV CRES,SB,,41,"{'type': 'Point', 'coordinates': (-79.400727847285, 43.788631418568)}",5,Weekdays from 7 AM - 9 PM,2867,MAXOME AVE SB ,40,2022-03-01T11:00:00,46,18.0
11105,2258 Dundas Street West,NB,2022-07-08T07:00:00,41,"{'type': 'Point', 'coordinates': (-79.452037, 43.654923)}",30,Weekdays from 12 AM,2192,Dundas St W NB ,40,2020-05-06T14:00:00,46,4.0
11106,25 Pomander Road,WB,2021-04-19T10:00:00,31,"{'type': 'Point', 'coordinates': (-79.314166, 43.781022)}",20,Weekdays from 7 AM - 9 PM,2629,BRIDLEWOOD BLVD WB ,30,2021-02-10T14:00:00,36,22.0
11107,159 FINCH AVE W,EB,,51,"{'type': 'Point', 'coordinates': (-79.429182538395, 43.776574659603)}",30,Weekdays from 7 AM - 9 PM,10915,FINCH AVE W EB ,50,2022-07-18T12:00:00,56,18.0
11108,72 Lyall Avenue,EB,,31,"{'type': 'Point', 'coordinates': (-79.293645, 43.681563)}",20,Weekdays from 7 AM - 9 PM,33,Lyall Ave EB ,30,2019-04-11T09:00:00,36,19.0
11109,PHARMACY AVE 75M S/OF ROSSCOWAN GATE,NB,,51,"{'type': 'Point', 'coordinates': (-79.321433, 43.784872)}",30,Weekdays from 7 AM - 9 PM,1960,PHARMACY AVE NB ,50,2023-01-18T00:00:00,56,22.0
11110,315 Wolverleigh Boulevard,EB,,31,"{'type': 'Point', 'coordinates': (-79.317147, 43.68649)}",20,Weekdays from 7 AM - 9 PM,377,Wolverleigh Blvd EB ,30,2019-03-11T07:00:00,36,19.0
11111,136 Main Street,SB,,41,"{'type': 'Point', 'coordinates': (-79.299939, 43.683148)}",30,Weekdays from 7 AM - 9 PM,465,Main St SB ,40,2018-11-21T15:00:00,46,19.0
11112,280 Wolverleigh Boulevard,WB,,31,"{'type': 'Point', 'coordinates': (-79.31987900000001, 43.685987)}",20,Weekdays from 7 AM - 9 PM,506,Wolverleigh Blvd WB ,30,2019-04-03T09:00:00,36,19.0
11113,346 Wolverleigh Boulevard,WB,,31,"{'type': 'Point', 'coordinates': (-79.315286, 43.686967)}",20,Weekdays from 7 AM - 9 PM,526,Wolverleigh Blvd WB ,30,2019-03-11T08:00:00,36,19.0
11114,490 Glebeholme Boulevard,WB,,31,"{'type': 'Point', 'coordinates': (-79.320118, 43.686839)}",20,Weekdays from 7 AM - 9 PM,569,Glebeholme Blvd WB ,30,2019-04-03T11:00:00,36,19.0
11115,91 Main Street,WB,,41,"{'type': 'Point', 'coordinates': (-79.299147, 43.681859)}",30,Weekdays from 7 AM - 9 PM,587,Swanwick WB ,40,2018-11-02T12:00:00,46,19.0
11116,50 Swanwick Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.298642, 43.682461)}",20,Weekdays from 7 AM - 9 PM,652,Main St NB ,30,2019-03-20T10:00:00,36,19.0
11117,15 Earl Haig Avenue,EB,,31,"{'type': 'Point', 'coordinates': (-79.321045, 43.680949)}",20,Weekdays from 7 AM - 9 PM,864,Currie Ave EB ,30,2019-11-27T14:00:00,36,19.0
11118,ORTON PARK RD 34M N/OF BRIMORTON DR,SB,,41,"{'type': 'Point', 'coordinates': (-79.208993540269, 43.771789214258)}",5,Weekdays from 7 AM - 9 PM,6025,ORTON PARK RD SB ,40,2022-04-22T13:00:00,46,24.0
11119,120 Berner Trail,SB,2021-10-20T07:00:00,41,"{'type': 'Point', 'coordinates': (-79.220494, 43.801502)}",5,Weekdays from 7 AM - 9 PM,2106,Berner Trail SB ,40,2020-03-23T09:00:00,46,23.0
11120,88 Bowmore Road,NB,,41,"{'type': 'Point', 'coordinates': (-79.314405, 43.676705)}",5,Weekdays from 7 AM - 9 PM,875,Bowmore Rd NB ,40,2019-12-10T14:00:00,46,19.0
